threshold,id,timepoint,ear,frequency,status,status_message,pth
34.63,245,1,left,16000,Success,power law,C:\Data\ABRpresto data\Mouse245_timepoint1_left abr_io_ABRpresto_fit 16000.png
42.72,245,1,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint1_left abr_io_ABRpresto_fit 22627.png
43.54,245,1,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint1_left abr_io_ABRpresto_fit 32000.png
57.79,245,1,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint1_left abr_io_ABRpresto_fit 4000.png
39.14,245,1,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint1_left abr_io_ABRpresto_fit 5656.png
45.36,245,1,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint1_left abr_io_ABRpresto_fit 8000.png
40.81,245,1,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint1_right abr_io_ABRpresto_fit 11313.png
32.61,245,1,right,16000,Success,power law,C:\Data\ABRpresto data\Mouse245_timepoint1_right abr_io_ABRpresto_fit 16000.png
29.57,245,1,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint1_right abr_io_ABRpresto_fit 22627.png
32.65,245,1,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint1_right abr_io_ABRpresto_fit 32000.png
55.81,245,1,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint1_right abr_io_ABRpresto_fit 4000.png
45.95,245,1,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint1_right abr_io_ABRpresto_fit 5656.png
50.69,245,1,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint1_right abr_io_ABRpresto_fit 8000.png
27.01,245,2,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint2_left abr_io_ABRpresto_fit 11313.png
33.84,245,2,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint2_left abr_io_ABRpresto_fit 16000.png
34.26,245,2,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint2_left abr_io_ABRpresto_fit 22627.png
34.21,245,2,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint2_left abr_io_ABRpresto_fit 32000.png
49.51,245,2,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint2_left abr_io_ABRpresto_fit 4000.png
36.81,245,2,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint2_left abr_io_ABRpresto_fit 5656.png
37.48,245,2,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint2_left abr_io_ABRpresto_fit 8000.png
16.73,245,2,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint2_right abr_io_ABRpresto_fit 11313.png
31.34,245,2,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint2_right abr_io_ABRpresto_fit 16000.png
33.26,245,2,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint2_right abr_io_ABRpresto_fit 22627.png
40.77,245,2,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint2_right abr_io_ABRpresto_fit 32000.png
50.09,245,2,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint2_right abr_io_ABRpresto_fit 4000.png
37.91,245,2,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint2_right abr_io_ABRpresto_fit 5656.png
35.29,245,2,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint2_right abr_io_ABRpresto_fit 8000.png
24.73,245,3,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint3_left abr_io_ABRpresto_fit 11313.png
38.33,245,3,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint3_left abr_io_ABRpresto_fit 16000.png
35.97,245,3,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint3_left abr_io_ABRpresto_fit 22627.png
40.16,245,3,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint3_left abr_io_ABRpresto_fit 32000.png
54.06,245,3,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint3_left abr_io_ABRpresto_fit 4000.png
36.43,245,3,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint3_left abr_io_ABRpresto_fit 5656.png
37.0,245,3,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint3_left abr_io_ABRpresto_fit 8000.png
22.98,245,3,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint3_right abr_io_ABRpresto_fit 11313.png
33.74,245,3,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint3_right abr_io_ABRpresto_fit 16000.png
38.38,245,3,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint3_right abr_io_ABRpresto_fit 22627.png
72.05,245,3,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint3_right abr_io_ABRpresto_fit 32000.png
54.46,245,3,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint3_right abr_io_ABRpresto_fit 4000.png
43.29,245,3,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint3_right abr_io_ABRpresto_fit 5656.png
33.22,245,3,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint3_right abr_io_ABRpresto_fit 8000.png
28.89,245,4,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint4_left abr_io_ABRpresto_fit 11313.png
32.95,245,4,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint4_left abr_io_ABRpresto_fit 16000.png
30.95,245,4,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint4_left abr_io_ABRpresto_fit 22627.png
54.32,245,4,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint4_left abr_io_ABRpresto_fit 32000.png
51.75,245,4,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint4_left abr_io_ABRpresto_fit 4000.png
34.7,245,4,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint4_left abr_io_ABRpresto_fit 5656.png
30.72,245,4,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint4_left abr_io_ABRpresto_fit 8000.png
30.93,245,4,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint4_right abr_io_ABRpresto_fit 11313.png
38.22,245,4,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint4_right abr_io_ABRpresto_fit 16000.png
46.87,245,4,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint4_right abr_io_ABRpresto_fit 22627.png
89.77,245,4,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint4_right abr_io_ABRpresto_fit 32000.png
56.97,245,4,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint4_right abr_io_ABRpresto_fit 4000.png
39.17,245,4,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint4_right abr_io_ABRpresto_fit 5656.png
36.79,245,4,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse245_timepoint4_right abr_io_ABRpresto_fit 8000.png
32.44,246,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse246_timepoint0_left abr_io_ABRpresto_fit 11313.png
31.19,246,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse246_timepoint0_left abr_io_ABRpresto_fit 16000.png
52.39,246,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse246_timepoint0_left abr_io_ABRpresto_fit 22627.png
89.4,246,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse246_timepoint0_left abr_io_ABRpresto_fit 32000.png
78.0,246,0,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse246_timepoint0_left abr_io_ABRpresto_fit 4000.png
54.07,246,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse246_timepoint0_left abr_io_ABRpresto_fit 5656.png
44.08,246,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse246_timepoint0_left abr_io_ABRpresto_fit 8000.png
22.15,246,0,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse246_timepoint0_right abr_io_ABRpresto_fit 11313.png
29.91,246,0,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse246_timepoint0_right abr_io_ABRpresto_fit 16000.png
41.29,246,0,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse246_timepoint0_right abr_io_ABRpresto_fit 22627.png
93.91,246,0,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse246_timepoint0_right abr_io_ABRpresto_fit 32000.png
65.53,246,0,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse246_timepoint0_right abr_io_ABRpresto_fit 4000.png
55.13,246,0,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse246_timepoint0_right abr_io_ABRpresto_fit 5656.png
41.76,246,0,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse246_timepoint0_right abr_io_ABRpresto_fit 8000.png
27.1,247,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse247_timepoint0_left abr_io_ABRpresto_fit 11313.png
30.8,247,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse247_timepoint0_left abr_io_ABRpresto_fit 16000.png
26.85,247,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse247_timepoint0_left abr_io_ABRpresto_fit 22627.png
32.52,247,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse247_timepoint0_left abr_io_ABRpresto_fit 32000.png
50.39,247,0,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse247_timepoint0_left abr_io_ABRpresto_fit 4000.png
37.47,247,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse247_timepoint0_left abr_io_ABRpresto_fit 5656.png
36.77,247,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse247_timepoint0_left abr_io_ABRpresto_fit 8000.png
40.35,247,0,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse247_timepoint0_right abr_io_ABRpresto_fit 11313.png
38.89,247,0,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse247_timepoint0_right abr_io_ABRpresto_fit 16000.png
37.09,247,0,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse247_timepoint0_right abr_io_ABRpresto_fit 22627.png
38.0,247,0,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse247_timepoint0_right abr_io_ABRpresto_fit 32000.png
64.19,247,0,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse247_timepoint0_right abr_io_ABRpresto_fit 4000.png
55.71,247,0,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse247_timepoint0_right abr_io_ABRpresto_fit 5656.png
51.88,247,0,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse247_timepoint0_right abr_io_ABRpresto_fit 8000.png
37.44,248,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse248_timepoint0_left abr_io_ABRpresto_fit 11313.png
38.92,248,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse248_timepoint0_left abr_io_ABRpresto_fit 16000.png
35.62,248,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse248_timepoint0_left abr_io_ABRpresto_fit 22627.png
41.26,248,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse248_timepoint0_left abr_io_ABRpresto_fit 32000.png
53.69,248,0,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse248_timepoint0_left abr_io_ABRpresto_fit 4000.png
41.3,248,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse248_timepoint0_left abr_io_ABRpresto_fit 5656.png
37.53,248,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse248_timepoint0_left abr_io_ABRpresto_fit 8000.png
49.52,248,0,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse248_timepoint0_right abr_io_ABRpresto_fit 11313.png
49.16,248,0,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse248_timepoint0_right abr_io_ABRpresto_fit 16000.png
43.2,248,0,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse248_timepoint0_right abr_io_ABRpresto_fit 22627.png
47.15,248,0,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse248_timepoint0_right abr_io_ABRpresto_fit 32000.png
80.89,248,0,right,4000,Success,power law,C:\Data\ABRpresto data\Mouse248_timepoint0_right abr_io_ABRpresto_fit 4000.png
63.85,248,0,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse248_timepoint0_right abr_io_ABRpresto_fit 5656.png
68.78,248,0,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse248_timepoint0_right abr_io_ABRpresto_fit 8000.png
52.64,249,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse249_timepoint0_left abr_io_ABRpresto_fit 11313.png
64.32,249,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse249_timepoint0_left abr_io_ABRpresto_fit 16000.png
78.31,249,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse249_timepoint0_left abr_io_ABRpresto_fit 22627.png
74.54,249,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse249_timepoint0_left abr_io_ABRpresto_fit 32000.png
83.95,249,0,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse249_timepoint0_left abr_io_ABRpresto_fit 4000.png
87.42,249,0,left,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse249_timepoint0_left abr_io_ABRpresto_fit 45254.png
82.09,249,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse249_timepoint0_left abr_io_ABRpresto_fit 5656.png
71.26,249,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse249_timepoint0_left abr_io_ABRpresto_fit 8000.png
75.42,24,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse24_timepoint0_left abr_io_ABRpresto_fit 11313.png
74.53,24,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse24_timepoint0_left abr_io_ABRpresto_fit 16000.png
84.53,24,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse24_timepoint0_left abr_io_ABRpresto_fit 22627.png
79.41,24,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse24_timepoint0_left abr_io_ABRpresto_fit 32000.png
88.52,24,0,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse24_timepoint0_left abr_io_ABRpresto_fit 4000.png
82.94,24,0,left,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse24_timepoint0_left abr_io_ABRpresto_fit 45254.png
85.74,24,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse24_timepoint0_left abr_io_ABRpresto_fit 5656.png
74.55,24,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse24_timepoint0_left abr_io_ABRpresto_fit 8000.png
87.1,24,0,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse24_timepoint0_right abr_io_ABRpresto_fit 11313.png
81.47,24,0,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse24_timepoint0_right abr_io_ABRpresto_fit 16000.png
88.02,24,0,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse24_timepoint0_right abr_io_ABRpresto_fit 22627.png
88.83,24,0,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse24_timepoint0_right abr_io_ABRpresto_fit 32000.png
96.29,24,0,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse24_timepoint0_right abr_io_ABRpresto_fit 4000.png
95.19,24,0,right,45254,Success,power law,C:\Data\ABRpresto data\Mouse24_timepoint0_right abr_io_ABRpresto_fit 45254.png
89.72,24,0,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse24_timepoint0_right abr_io_ABRpresto_fit 5656.png
85.9,24,0,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse24_timepoint0_right abr_io_ABRpresto_fit 8000.png
23.66,250,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse250_timepoint0_left abr_io_ABRpresto_fit 11313.png
28.31,250,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse250_timepoint0_left abr_io_ABRpresto_fit 16000.png
27.07,250,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse250_timepoint0_left abr_io_ABRpresto_fit 22627.png
59.54,250,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse250_timepoint0_left abr_io_ABRpresto_fit 32000.png
44.48,250,0,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse250_timepoint0_left abr_io_ABRpresto_fit 4000.png
inf,250,0,left,45254,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse250_timepoint0_left abr_io_ABRpresto_fit 45254.png
37.07,250,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse250_timepoint0_left abr_io_ABRpresto_fit 5656.png
22.41,250,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse250_timepoint0_left abr_io_ABRpresto_fit 8000.png
56.57,250,1,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse250_timepoint1_left abr_io_ABRpresto_fit 11313.png
66.65,250,1,left,16000,Success,power law,C:\Data\ABRpresto data\Mouse250_timepoint1_left abr_io_ABRpresto_fit 16000.png
63.76,250,1,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse250_timepoint1_left abr_io_ABRpresto_fit 22627.png
inf,250,1,left,32000,Success,"most below criterion, but couldn't fit, threshold is inf",C:\Data\ABRpresto data\Mouse250_timepoint1_left abr_io_ABRpresto_fit 32000.png
69.4,250,1,left,4000,Success,power law,C:\Data\ABRpresto data\Mouse250_timepoint1_left abr_io_ABRpresto_fit 4000.png
inf,250,1,left,45254,Success,"most below criterion, but couldn't fit, threshold is inf",C:\Data\ABRpresto data\Mouse250_timepoint1_left abr_io_ABRpresto_fit 45254.png
63.67,250,1,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse250_timepoint1_left abr_io_ABRpresto_fit 5656.png
59.32,250,1,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse250_timepoint1_left abr_io_ABRpresto_fit 8000.png
24.88,251,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse251_timepoint0_left abr_io_ABRpresto_fit 11313.png
35.28,251,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse251_timepoint0_left abr_io_ABRpresto_fit 16000.png
33.54,251,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse251_timepoint0_left abr_io_ABRpresto_fit 22627.png
53.52,251,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse251_timepoint0_left abr_io_ABRpresto_fit 32000.png
54.56,251,0,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse251_timepoint0_left abr_io_ABRpresto_fit 4000.png
41.08,251,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse251_timepoint0_left abr_io_ABRpresto_fit 5656.png
36.24,251,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse251_timepoint0_left abr_io_ABRpresto_fit 8000.png
38.13,251,0,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse251_timepoint0_right abr_io_ABRpresto_fit 11313.png
37.71,251,0,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse251_timepoint0_right abr_io_ABRpresto_fit 16000.png
28.34,251,0,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse251_timepoint0_right abr_io_ABRpresto_fit 22627.png
37.67,251,0,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse251_timepoint0_right abr_io_ABRpresto_fit 32000.png
55.96,251,0,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse251_timepoint0_right abr_io_ABRpresto_fit 4000.png
42.41,251,0,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse251_timepoint0_right abr_io_ABRpresto_fit 5656.png
42.04,251,0,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse251_timepoint0_right abr_io_ABRpresto_fit 8000.png
23.83,252,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse252_timepoint0_left abr_io_ABRpresto_fit 11313.png
25.0,252,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse252_timepoint0_left abr_io_ABRpresto_fit 16000.png
37.26,252,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse252_timepoint0_left abr_io_ABRpresto_fit 22627.png
39.8,252,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse252_timepoint0_left abr_io_ABRpresto_fit 32000.png
44.13,252,0,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse252_timepoint0_left abr_io_ABRpresto_fit 4000.png
61.31,252,0,left,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse252_timepoint0_left abr_io_ABRpresto_fit 45254.png
34.9,252,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse252_timepoint0_left abr_io_ABRpresto_fit 5656.png
29.32,252,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse252_timepoint0_left abr_io_ABRpresto_fit 8000.png
25.45,252,1,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse252_timepoint1_left abr_io_ABRpresto_fit 11313.png
37.62,252,1,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse252_timepoint1_left abr_io_ABRpresto_fit 16000.png
33.77,252,1,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse252_timepoint1_left abr_io_ABRpresto_fit 22627.png
40.85,252,1,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse252_timepoint1_left abr_io_ABRpresto_fit 32000.png
47.44,252,1,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse252_timepoint1_left abr_io_ABRpresto_fit 4000.png
58.46,252,1,left,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse252_timepoint1_left abr_io_ABRpresto_fit 45254.png
40.45,252,1,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse252_timepoint1_left abr_io_ABRpresto_fit 5656.png
34.91,252,1,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse252_timepoint1_left abr_io_ABRpresto_fit 8000.png
94.2,253,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse253_timepoint0_left abr_io_ABRpresto_fit 11313.png
88.82,253,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse253_timepoint0_left abr_io_ABRpresto_fit 16000.png
84.01,253,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse253_timepoint0_left abr_io_ABRpresto_fit 22627.png
84.61,253,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse253_timepoint0_left abr_io_ABRpresto_fit 32000.png
inf,253,0,left,4000,Success,"most below criterion, but couldn't fit, threshold is inf",C:\Data\ABRpresto data\Mouse253_timepoint0_left abr_io_ABRpresto_fit 4000.png
104.75,253,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse253_timepoint0_left abr_io_ABRpresto_fit 5656.png
92.65,253,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse253_timepoint0_left abr_io_ABRpresto_fit 8000.png
91.35,253,0,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse253_timepoint0_right abr_io_ABRpresto_fit 11313.png
91.47,253,0,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse253_timepoint0_right abr_io_ABRpresto_fit 16000.png
85.41,253,0,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse253_timepoint0_right abr_io_ABRpresto_fit 22627.png
88.0,253,0,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse253_timepoint0_right abr_io_ABRpresto_fit 32000.png
inf,253,0,right,4000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse253_timepoint0_right abr_io_ABRpresto_fit 4000.png
103.48,253,0,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse253_timepoint0_right abr_io_ABRpresto_fit 5656.png
94.3,253,0,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse253_timepoint0_right abr_io_ABRpresto_fit 8000.png
92.93,253,1,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse253_timepoint1_left abr_io_ABRpresto_fit 11313.png
89.27,253,1,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse253_timepoint1_left abr_io_ABRpresto_fit 16000.png
85.24,253,1,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse253_timepoint1_left abr_io_ABRpresto_fit 22627.png
92.46,253,1,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse253_timepoint1_left abr_io_ABRpresto_fit 32000.png
inf,253,1,left,4000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse253_timepoint1_left abr_io_ABRpresto_fit 4000.png
inf,253,1,left,5656,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse253_timepoint1_left abr_io_ABRpresto_fit 5656.png
93.31,253,1,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse253_timepoint1_left abr_io_ABRpresto_fit 8000.png
91.47,253,1,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse253_timepoint1_right abr_io_ABRpresto_fit 11313.png
94.7,253,1,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse253_timepoint1_right abr_io_ABRpresto_fit 16000.png
87.65,253,1,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse253_timepoint1_right abr_io_ABRpresto_fit 22627.png
100.1,253,1,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse253_timepoint1_right abr_io_ABRpresto_fit 32000.png
inf,253,1,right,4000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse253_timepoint1_right abr_io_ABRpresto_fit 4000.png
inf,253,1,right,5656,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse253_timepoint1_right abr_io_ABRpresto_fit 5656.png
94.91,253,1,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse253_timepoint1_right abr_io_ABRpresto_fit 8000.png
89.51,254,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse254_timepoint0_left abr_io_ABRpresto_fit 11313.png
88.9,254,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse254_timepoint0_left abr_io_ABRpresto_fit 16000.png
89.35,254,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse254_timepoint0_left abr_io_ABRpresto_fit 22627.png
89.9,254,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse254_timepoint0_left abr_io_ABRpresto_fit 32000.png
84.96,254,0,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse254_timepoint0_left abr_io_ABRpresto_fit 4000.png
82.82,254,0,left,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse254_timepoint0_left abr_io_ABRpresto_fit 45254.png
